text,label
√Ё бн‘ √”∆б ег я–« «”√бж«  «н ‘н Ћ«дн »” б« Ё Ќжд «бћ—жЌ «бн г« Џ«Ё  »«бя«гб ,0
гќн» бб√гб. . «б”—н— ж«бгЁ«—‘ ёѕнг… жџн— г—нЌ…,0
’Ќшъ «бджг ,0
«д« »гж  ж«ббе г ÷«нёе Ќнб  «ббе н«ќ–дн,0
ж»ёжбж« «бќЁ«‘ еж «б”»»,0
’б«Ќ «ќжн  е«н ёд« я бб«џдн«Ѕ гж ббгЎЁ—нд ,0
е«‘ «ё г‘ Џ«—Ё ‘ж «Ќян ееееее,0
»«»,1
—жЌ н“ня гд «бя–» ж« «б ёбнѕ,0
н« —ћб √д  г‘ Ў»нЏн ееее  ’б«… «бд»н Џбня,1
«бгжёЏ гг «“ жбяд «бќѕг«  Ё«‘бе. ё—» «бгя«д. б«нжћѕ «” ё»«б гг «“ќѕг«  Џгб« ÷ЏнЁеќѕг«  џ—Ё ’Ё—гЎЏг ё«»б б ”гг,0
»Ќ»яяяяяяяяя —еЁ «д‘«ббе » ж’бн ббгбнжд н« —»«Џгбн г∆б» »«ќжян »‘«— »бн“»Ќ»яя —еЁ,1
«бЏ—«ённд  ябег ед« ,1
ж«ббе ≈дн Ќнб гћ—жЌ «бн ег гћ—жЌ нЌЎ б«ня «– ЌЎн  «д‘«ббе  √ќ– «б Ќ»е,0
джг,0
«ббе нёЎЏ еня √ге«  е«н ёб… Ќн«««« ,0
бяг… Ён «бжће,0
«б»‘ «жн гбя «б‘Џ»н Ќ—ё я—  «бћгнЏ  гЏ «Ќ —«гн бћгнЏ «бЁд«днд,0
«’«б…  Ўбё  ,0
»—÷Џж жеже  ”днд Ќ—«г,0
«ббе няжд »«бЏжд ‘ж ћ«» бћ«» ен «бЁ—ё,0
б«Ќў б«Ќў б«Ќў,1
«д« я нн— »Ќ» «”гя б«дж нЏдн «ббЎЁ ж «б—ё… »Ќ»я я нн— ѕЏ«Ѕ гд «бћ“«∆—,1
гж  «б«» ня”— «бўе— жгж  «б«г ня”— «бёб» «ббег «—Ќг гд г«  жгд »ён ж«Ўб Ён Џг— ж«бѕ н н«««—» ж«ћЏб нжгн ё»б нжге«,0
г«г« —«ѕ   ће÷дн,0
гд ѕжд  Џбнё  ’жн—я Ќбж яЋн—  «бн Џћ»ж  Џбнён «ЌЎ бня,1
нќж«д бжн‘ г÷«нёнд Џ«ѕн «б—ћ«б г‘ ’«Ќн «н‘ жѕяг нЎбЏ гдж,0
Ќ”»н «ббе Џбнег,0
—«»Ў,1
«д  Џ»ё—н,1
”Џ— џ«бн Џбм ќѕге Џ«ѕне. «бгжёЏ. «“Џ«ћ ж ќѕге ”н∆е ћѕ«,0
Џб«г «д  Џћ»,1
гќн» бб√гб. «бгжёЏ. √ће“…  яннЁ џн— ћнѕе,0
еж «‘ —«е Џбм жё  «б ќЁн÷« ,1
е«бг–нЏ «”бжжжжж —««««∆Џ,1
г”Ў—… гЋбЋн…,1
г’«’,1
»ѕя «Џ—Ё Џ«ѕ«  ж ё«бнѕ џ«д« ж«д« «жб г—« «”гЏ «”г «бѕжбе «’б«Ю,0
«Ќбн ‘н н«Ќбж »нћ«г я ееее,1
бг н»ём бн№ш «Ќѕ  Ён »«бн «Ќѕ џн—я ”жм ќн«бя «Ќ”я Р«Џѕ Рѕ«гн г« «Рѕ— «ЎбЏя г№№№цъд Рб»н «««««жЁ г№№№цъд Рб»н «бќ–бдн г« г— «Ќ… »” «Ржб —у»ш№№нс «Ё—ће… Џб яб гћ—жЌ ,0
‘∆ Ёќг  Ќн« н ,1
г«Ёег  ж«бж,0
гдня —”гн,0
бж яд  гя«дег —«Ќ «ќ”— б«дн »Ќ» «б”бЎЏжд ж”»«н н,0
б« –жё бгд б« н”гЏян жб« н б–– жн” ЎЏг гд е–« «б’ж  «б–н нб«г” «б—жЌ ж«бёб» «бЏнд Ќ м «бЏнд   г Џ »е«–« «б’ж ,1
Ќсбужцжцжцжц,1
√д« «” ќѕг    гѕ… яе« Ё √”«”н ж я«д Џ«ћ»дн Ён гж÷жЏ «б‘«‘… ж «б’ж  »” »Ў«—н е я«д  ÷ЏнЁ… ‘жн« √ж ‘жн «д  »” Ён «бгћгб я«д Ќбж ,1
÷бя‘  ёбѕ »—ежг,0
жя√д «б«џдне гд ’дЏ ёб»н ,1
√»бџ Џ“н“р« Ём Ћд«н« «бёб» гд“бе√дм ж≈д яд  б« √бё«е √бё«еж≈д Ў—Ём гж’жб »—ƒн еж≈д  »«Џѕ Џд ”яд«н ”яд«ен« бн е нЏбг √дм б”  √–я—е жянЁ √–я—е ≈– б”  √д”«ен« гд  жег √дм б”  √–я—е ж«ббе нЏбг √дм б”  √д”«е≈д џ«» Џдм Ё«б—жЌ г”ядегд н”яд «б—жЌ янЁ «бёб» нд”«е,1
гд ”гџе« ж«— «Ќ нЌЎ б«ня «»бн““““,1
«» ”«г…,1
  «нж… ед Џ–» »” г‘ еняжд «яЋ— гд гд Џ–«» «бЌн«е «д«  Џ»   Џ»  ћѕ« ћѕ« ћѕ«   Џ»  «дн Ќ»н е Ќ—«г  Џ»  ж«ббе ,0
«Ёя«ѕж н—еЁ,1
√Ќ» ≈б ћн ,1
ќ–ж« яб«г г—нг дж— Џбм гЌгб «бћѕ Ёен ѕя ж—е √Џ‘«» г гяде ћ“«яг «ббе яб ќн— ж«ћ«—д« ж«ћ«—яг гд «бгя—жде,1
»—нЅ,1
—еЁ «Џгбн гёб» Ён —»« г «»Џ я гд «бЏ—«ё,1
 Ёнѕ б»Ћ г»«‘—,1
”»Ќ«д ¬ббе ж»Ќгѕе,1
жббе Ё«н—ж” ’дЏ «бЌяжге «б’ндне нЏдн ё б жбн” г«  »«бЁ«н—ж”,0
«жб г—е »Џбё Џ «џдн… Џ «бнж нж» «” г— «ќжн «Ќгѕ «‘н г— » »Ќё «ббе ж«ѕЏЏЏЏ”,1
—еЁ «д н я ннн— ћ–«»«,1
бж яд  ”гЏ  яб«г еѕ« «бЎ»н» г«я«д «бЏ«бг ж’б бн еѕ« «бж»«Ѕ «ббе нд ёг гдяг,0
√Ќ”д  н« «” «– ’б«Ќ «бж—ѕ…,1
гёб» ћ«гѕ. «беѕжЅ. «б‘«Ў∆ «бќ«’ »«бЁдѕё ’џн— ћѕ« жб« н—м ≈б« »«бгће—,0
д“б  ѕгжЏн б« «—«ѕн«  гд ћ—» е–« «б‘Џж— Џдѕг« ‘«еѕ е–« «бЁнѕнж ,0
 –я—…,1
г»жя,1
«бў«е— «д «’бег нежѕ яд  «Ќ» д«’— «бё’»н н« бб√”Ё,0
б”«д ќ«—ћ «бЁг,1
н«—н  бж я »   Џбнён гд ё»б »ѕн ёб» гдя —ежЁ… »бн“,1
«нѕн гЁ жЌ…,1
г«Ёег  ж‘ «бгё’ѕѕѕ где »” Ќ“нд,0
‘ябя г« жёЏ  гд Ўн—«д ”ж»— г«д   ’—  Џ«е«,0
бж «дн »гя«дег «яб яб «б«яб,1
»Ќ»я —еЁ ж«—нѕ «ћж“я еееееее,1
ќЎне «ббе нќбнћ,0
‘дж гд Џёб Џбня ’—«Ќе «”Ўж—е ,1
Џдћѕ...«‘н«Ѕ г« » ’ѕё...,0
яб Џ«г ж«д  »«бЁ ќн— ,1
ж б« «н Ќ«ћ…   ÷Ќя «’б«,0
«бн”« н« «—÷ «д‘ён ж «»бЏндн,0
«я«ѕ «ё”г  гд «ббн ‘«еѕж« «бЁнѕнж г« Ёегж ‘н џн— «б»ѕ«н… «дя д«жн  ж’б бб  ћнћ« ”—Џ… ж«н÷« «бде«н… «дя ж’б  ё—н» ћѕ« Џбне«   ,0
г« Ќѕ« ё«бя гд ё»б «дя  ‘»ен «б«”»н «бн… жббе яд  «ўд «де« «д ,1
«««««Ё,0
ж“Џ ‘ёб«Ўе жЎЏгндм » ” «еб яб «б«Ќ —«г,1
‘ж  е«– «бе»б ,0
я—«ћ ”н«—«  ,0
дѕЁ… Ћбћ,1
е«ѕ «б“бг… »я—еж нЏ ж«бг’н»… еж »ёбѕ нЌнм «бгџ—»н,0
«бЌбж »«бгж÷жЏ «дя ћ«б”   Ё—ћ жг«Ё«ег жб« ‘н  ж«б«Ќбм «дя г” г Џ »«бг‘«еѕ… ,1
”б«г «ббе Џбня √ќ н √‘я—я Џбм е–« «бгћежѕ «бгЌгжѕ… д «∆ће еб бѕня Ќ”«» Ён Ён”»жя бг“нѕ гд «б≈Ё«ѕ… ћ“«я «ббе яб ќн—,1
«бће«“ ”Џ—е г»«бџ Ёне ж»‘ѕе «б    ж    нЎЌдж« е«–« «бће«“ ж»яб «—нЌне ж»”Џ— «—ќ’ »яЋннннн—,0
√Ќ»я,1
гбЏжд «»ж —нЌ я,0
яг«д,1
«бн Џдѕж ябг… Ќбжн нЌяне« ж «бн г« Џдѕж нќ—”,0
«д« гЏ«н«    гд «—»Џ ”днд гд «—жЏ «б« ће“е «ббн «” Џгб е« жёѕ няжд «б«Ё÷б,1
—ћ» џ«ѕ— «бгћгжЏ…‘Џ»«д г ’б «б¬д—г÷«д ћ«—н «бя «»… б«ня ж«‘ —«я Ёѕж« ,1
Ќбжжжжж я н— Ќбжжжжж,1
«д  »«”б,1
—еЁ ≈Џгбн гёб» «б«” Ё“«“ Ён ядж“,1
Ў» ж«ббе Ќ—«г еня бн‘ Џг  ќ—» Џб«ё… «»д« гЏ ќЎн» ж« ене » Ќ»ж яб √г » Ќ» «»д« »” гб«“г  ќ—» Џб«ё« ж г«»ѕя н«е н “жћ бн‘ б ќЎ»нбж Ќ—«г еня Ќ—«г »Џѕнд ‘бжд Џг  ёжб «–« ене г«— «Ќ б« ‘ж —Ќ   “жћ« жб«   “жћж« »” «бЏ–— где« бж я«д  ж«Ћёе »√»д« «дж г« я«д  Ќя  «дж ггяд  Џгбж« Џбне« ..«бн гЏн б«ня,1
жббе г«н÷Ќя гнд гЏн б«ня,0
янж»ѕ,1
н« —» ё—» нжгн Ќ м бж »«ћ— »” «—нѕ «— «Ќ ,0
«ббе н‘«Ёнег д‘«ббе н«—»н,1
г”янд «бжбѕ «ббн » —÷Џж —«Ќ нЎбЏ г—н÷ дЁ”н Ќ—«г Џбне«,0
«ќ «ќ «ќ ,0
 жЎм Џбм Ўн“е ,0
Џћж“,0
—«я» ѕ—«ћ… ћ»бн…,1
”»Ќ«д «ббе «бг”бгжд Ён яб »ё«Џ «бЏ«бг н” џбжд ‘е— —г÷«д ббЏ»«ѕ… ж «б ё—» ≈бм «ббе г« Џѕ« «б”Џжѕн… ж «б≈г«—«  «бЏ»—н… Ёег н” џбжд ‘е— —г÷«д «б ё—» «бм «бян«д «бџ«‘г,0
ќд“н—,0
Ўн» «бЁ«д « н»ѕ« Ќ—Ё Ё,1
 Ё«Ќ…,1
е–« Ён—” гжћее гд ё»б ќ«бёеж—»д« ня—гд« жнё÷м Џбм ≈н—«д ж«бѕжб «б√ж—»н… ж«б√г—нян… «бя«Ё—е,0
ё—Џ «бе«бжнд,1
ќ”«—… «бЁдѕё »гжўЁнд ”н∆нд. . Џѕг  дўнЁ «бџ—Ё ж »ѕнб «бг” б“г«  нжгн« гжўЁн «б≈” ё»«б нЌ «ћжд «бн  ЋёнЁ Ён «бгё«»б… ж«б√ѕ» ЌнЋ д ед«я гжўЁ «” ё»«б ”гнд бнб… «б«—»Џ«Ѕ нЏ — «ёбег «ѕ»« ж«–« я«д «бЁдѕё »еƒб«Ѕ «бгжўЁнд Ё√жб« н”нƒжд бнбѕд« жЋ«дн« ббЁдѕё ж«Џ ёѕ «д «бЁдѕё б«нжћѕ Ёне гѕнѕ бг «—н г”ƒжб« ќб«б Ё —… «ё«г н бгѕ… Ћб«Ћ бн«б,0
дЁ” г« нЌ«жбжд ЁЏбе ббѕя ж— гЌгѕ Ё«нѕ «бгџ—»н,1
√д« »Ќ» «б»д«  «бг Ќћ»«  я н————————————————————,1
еж «Џб«д,1
¬ќ н« ёб»н,1
нг««««««««« гЌб«е« —»м » ћдд г‘«Ѕ «ббе Џћ» дн  бг« ќ г  «бЁнѕнж «ббе нЌгне«,1
Ёнѕнже« я —жЏе ,1
гЏ «б«”Ё  Џдѕг« ўе— яж—жд« бг  ёѕ—ж« Џбм  Ќбнб «б«гж— яг« нћ» «ќЎ√ г яЋнннн—« жбб«÷«Ё… б« нгядя «д  Ќбб г« дЌд Ёне жЁн—ж” ”«—”,0
џѕ« «д’жг  Ён «бгџ—»,0
»Ќ»я я н— н«—еЁ «д« жЏѕ,1
«дн «’б« г« ÷Ќя  »” «яж «Ћднд  ћд  ё—н» гд ÷Ќя,1
«бЌћ«» Ќбж Џбнян » ћддн,1
”ег бб√Џбм ж бб√”Ёб,1
»’—Ќе Џд дЁ”н г« яд  «ѕ—н Џдег ё’ѕн Џд  –жб« «бнж нж»—,1
я — гд е–е «бЁѕнже«  ћгнб… ћѕ« ,1
ж«ббе »Ќ» «џ«дня,1
ѕг««««—,0
ќ«∆» «бўд,0
’б«Ќ «–« Џдѕя ёЎЏ  “н«ѕе «ЏЎндн ж«Ќѕ,1
√д    Џн‘ Ќн« ян,1
Ёнѕнж нћдд « где  ж’бн Џ‘—е гбнжд г‘ —я ж Ёж“н »б ѕ—Џ «бг«”н,1
«еѕ«Ѕ ќ«««««’ б ё—… Џнд«н ж—жЌн жяг гд —”жб Ён еж«ян б«“«б н√ нян                  г ж”б« «бм «ббе  √д н«—» бён«е«ж«Ё—«џ ’»—я √н« гжб«н Ён ’ѕ—н                  “«ѕ «‘ н«ён Ёг« Ён «б»Џѕ —ƒн«е«ЁЏЁжя «н —»«е Ё≈дн Џ«‘ё гбя«                 ћд«Ќ«е —жЌн жЁƒ«ѕн ёѕ гбя«Ёбяб Џ«‘ё жгЏ‘жё Ёбя нбнё »е                 жг«—«ё бн жћѕ«д ≈б« бе« ”бя«,1
Ёнѕже« я »‘яб Џ«г гЁнѕ… »” Џдѕя г‘яб… ’џн—… «б√ж  ”«нѕ бжя ббЁнѕнж“ гж г—« «Ќ” еж «бн гќ—» гѕ—н »” Ќ»н  «ёжб  ж г—е «” Ёѕ  гд ёд« я яб «б‘я— »«б жЁнё,1
÷ЏнЁ. . « Џ” нжг Ён Ќн« н я«д Џдѕег «ќб«Ѕ жегн жг«Ќ —гждн ж÷Ќяж« Џбн,0
яб Џ«г ж«д  »ќн— «д ‘«Ѕ«бе н Ќёё яб «гдн« я н«—»,1
еееееееее ќЁ Џёбе«,0
Џ ё»«б  ”де ,1
Ёне Ёнбг ёѕнг,0
г“Џ нбн нг“Џж нбн » дЁ” гд ж—« «бя«гн—«,0
гћджд ж —»н «ё”г »««бе «дя »Ўб ёжгн Ён Џ«бг «бе«—ѕжн— ж «б»—«гћ «бгЏёѕ…,1
бг  Џѕ ед«я Ё«∆ѕ… бб»÷«∆Џ гѕ«г «ѕ—я «бЏ«бг ќЎж—… яб гд н« н гд «б’нд Џ»— «б«ќ»«— ж«б‘«∆Џ«  ж«н÷« б« Ё«∆ѕ… гд «нћ«ѕ Џб«ћ ббЁн—ж” б«де ”няжд б’«бЌ «бЎ»ё… «бџдн…  ЁёЎ,0
гбЁжЁ Ё«Ѕ,1
«д нгеЎжге,1
«ббе нЎнЌ Ќ÷ «б“бг «бн «д е гдег,0
«ббе нЌгняг гд Ён—ж”«‘ —яж »ёд« н г« ќ”— ‘м «ѕЏнбяг »«бгя… √д ‘«Ѕ «ббе ж«ббе нЏбг г« Ён ёбж»д«,1
 ’жн— «»ѕ гж Ќбж,0
еееееееее ћѕ »” г« »—ѕж жбя «бббжж,0
 —»н неѕн »”  «”” ё»нбе ,0
«ббе н—Ќге жнћЏб гЋж«е «бћд…,0
÷ЏнЁ. . Ќг«г« ег џн— дўнЁ… ж÷нё… џ—Ё «бджг я»н—… жб«яд џ»— дўнЁе  бЁ“нжд б«нџн— ёдж«  «ќ—… г«ѕ—н ‘ж «бг‘ябе,0
гё’жѕ… ,0
»Ќ»»»»»»»яяяяяяяяяяяяя яѕ —Ќге «ббе ,1
ё–«—…,0
—г÷«д я—нг ,1
« гдм «д «Ёнё гд е«–« «бя«»ж” ,0
«”гяг Ёќ— Ёбняд я–бя .. ё—»е гд «бЌ—г «бд»жн .. «бгжян  ”нЅ ћѕ«  нЌ «ћ «бм  ћѕнѕ ж дў«Ё… .,0
гќн» бб«г«б. . «бќѕг«   ёѕг »«бЌѕ «б√ѕдм жб« н” Ќё «бќг” дћжг ≈Ўб«ё« жед«я «” е«д… ж«÷Ќ… »Џёбн… «бЏгб«Ѕ.,0
н« «ббе «жб г—е «Ќ÷— ЌЁбе жн—ћ »ѕдн —Ќ «ёжжжг «—ё’ «б« ‘жн,1
√д ббе ж«д« «бне —«ћЏжд Џўг «ббе «ћ—яг жџЁ— бе жн”яде Ё”нЌ ћд« е —»д« н’»— «ебе —»д« н»ећж Ён Ќн«… «бЁ—ѕж” гЋбг« «»ећ «бгб«ннд Ён √Џг«бе «бЁдн…,0
«жяд  ед«я яд  »Ёж“ б«д «џб»не «б«ЎЏге «яб »Ќ—н жбЌг ж«д« г« «Ќ» «б«яб «б»Ќ—н ж«ббЌг ,0
  Ўн» Џ‘«д «бд«” г« н—ћЏж« н Џ«гбж« гЏе б«“г г«  ” — Џбне б«дя еня »«бё«джд » яжд г‘ —я гЏее »«бћ—нг…,0
 ж«ббе ќЁ ,0
ж«ббе «бЏўнг гбн  гд еб Џн‘е,0
г—ћЏн…,1
«бЁдѕё ё–— »г« гЏдм «бябге ж«бќ’жг«  жегне. «б«” ё»«б гг «“. ”Џ— «бџ—Ёе џн— гд«”» «бгя«д џн— дўнЁ «»ѕ« ќѕге «бџ—Ё ”н∆ ћѕ« ћѕ« ћѕ« бѕ—ће нёжб ќ– гб«»”я ж «—”бе« «бм «б«дѕ—н ќ«—ћ «бЁдѕё «б”ћ«ѕ ё–— ћѕ« «б”—н— џн— г—нЌ ћѕ« џж—н «б‘«ен ж «б«яж«» ж’ќе ћѕ« «ќ— г—е «”яд Ён е–« «бЁдѕё,0
ѕбЁнд,1
н” ‘нЎ џ÷»«,0
√”ж√ Ёдѕё б« н”«жн дћг… ж«Ќѕ…. «бгжўЁнд «ќб«ёег Џ«бн… «б« гжўЁ ж«Ќѕ «ќб«ёе ”н∆… ћѕ«р ж б« «Ќ» –я— «”ге. яб ‘∆ ”н∆ ж бн” ед«я ≈нћ«»н…  –я— »жЁн… «бЏ‘«Ѕ гЌѕжѕ… «б√дж«Џ ж »”Џ—  —н«б бб‘ќ’ «бдж«Ёѕ ’џн—… ћѕ«р  ’—нЁ «бгн«… Ён ѕж—«  «бгн«… ”н∆… «бгд«‘Ё ж”ќ… жбн”  гЋб »Џ÷ яб гд‘Ё… ‘яб я«дя Ён »д”нжд Ён Ёдѕё гжЁд»ня «дж«— «бгѕнд…  г  гѕнѕ «бќ—жћ бџ«н… «б”«Џ… «бЋ«бЋ… Џ’—« Ён дЁ” «б «—нќ «г« Ён «бЁдѕё е–« —Ё÷ж« «б гѕнѕ Ќ м «б”«Џ… «бж«Ќѕ… ўе—«,0
«ббе н—Ќг «б»Ўб бн жндбн«дџ жЁЏб« «б’нд еѕѕ  «бЎ»н»» «б’г  »ѕб гд «д  Џбд  ббЏ«бг ж Ќ–— ж«б« я«д яб ‘∆ »ќн—,1
—еЁ Ќбж… б»” я я н— ,1
ббег… ќ–дн ж—«Ѕ ћѕн,0
«ќ—  ћ—»… »«бЁдѕё. «Џћ»дн гжўЁ »«бЁдѕё ж”нг. яб ‘н ”∆ »’—«Ќе «б« ё—» «бЁдѕё гд «бЌ—г,0
«жб «—»Џ Ќ—жЁ »«б«дћбн“н… »«б«Ќ—Ё «б’џн—…,1
«бће«“ ћѕ« гг «“ ж«ѕ«Ѕ ёжн Ёж— д«н  ж жг» —«нѕ— гд «ёжм «б«бЏ«» «бн д“б  г«‘«Ѕ «ббе нЏдн,1
е–« «бѕя ж— ё бже е–« ж«÷Ќ,0
”»Ќ«д «ббе Ён—ж” »е–б Ён «бЏ«бг ябе,0
н« «ќн «бџд«н… «бн Ќ«Ўе«  ќжЁдн «я — гд «бгћ—гнд ,0
”яд бд н я——. гжёЏе. «бдў«Ёе —ѕн∆е Ў«ёг «бгжўЁнд ‘ЌнЌ б« н г  џнн— «бгЁ«—‘ де«∆нд бЏѕг жћжѕ »ѕнб «бЌг«г«  ”н∆е –«  —«∆Ќе я—нее «бЁ—‘ ёѕнг «—ћж «бџ«Ѕ ќн«— «ќ н«— «бгж«ёЁ бЏѕг жћжѕ гж«ёЁ я«Ёне,0
«’«б… «бе»б…,0
н« ’б«Ќ ≈Ќгѕ —»д« Џ«б”—Џ… ѕн «д« «Џдѕн е«—ѕ ѕн”я д’  н—« ”—Џ е б«   Џѕм д’ ћнћ« Ё«бЋ«дн… жЏ«н‘ н«ќн ,0
«ж”гн еѕ« ёб… «бЌн«Ѕ  .«»де« Ён ”д «бг—«её…  жнд«г »ћд»е« жн÷Џ —√”е Џбм ’ѕ—е«  .г«ѕ« бж бг” гƒќ— я  ж«д н б«»”…  ж» «бджг . Џдѕг« няжд »ћд»я «бг”н »—Ёё Џ÷же «б–я—м .Ќнде« ” я‘Ёнд «дян Ён Ў—нё «бќЎ«Ѕ  .«—ћжя «»Џѕе Џбня ё»б «д н Ќжб ѕбя «б«е г«г «бм я«— …  .Ќнде« б« нЌбж бе ‘н∆ «б« «д н    .жбж ѕе» «бм гбнжд ≈г—√…  .б« нЌ” »«б”Џ«ѕ… «б« гЏя,0
«ббе н—Ќге »—Ќг е «бж«”Џ… жн”яде Ё”нЌ ћд« е,0
ѕ—» «б »«д…,1
е«–«бЁнѕнж»я«дн ћѕж«ббебн‘ебЏ«бгг« Ќ”  —…ж«ббеЌ—«г,0
«д »е ж« «бгн“… «бћѕнѕ… Ён «бнж нж» бг« яд« дЌЎ б«ня«   ЎбЏ «“—ё еб∆ ’«— нЎбЏ «Ќг—,1
я—ƒд… Ў»  ƒЎбЏ  гЌѕ гн  яб… ћ–»,0
«г—«… гж«Ёё…,1
 г—н— «бё«∆г…,1
гќн» бб√гб. . «бџ—Ё… бн”  дўнЁ… ж«бЌг«г«  «н÷«,0
—еЁ «д н я н— Ќбж… «ббе нќбнян б√ебя ,1
нЏдн «“дќ гд е«б«—ћж“ «ббн б«»” «Ќг— Џг—н г« ‘Ё ,0
г‘яж— »«—я ««бе Ёня «б«÷«Ё… Ќбж… »” н«—н   ягб Џд  »—«гћ нбн  д’»е Џдѕя б«дн ЁЏб«д« еѕя Ёнѕнж «” Ё«ѕд« где  ,1
бг«  Ќћ» н ’— н «Ќб« »я ннн— »Ќ»яяяяяяяя,1
Џгбже «”Ўж—… .  гнд Ќя«бег «дж «бяб »” дм яб«гж «б”ќнЁ ж«ббе «бяб » ќж  Џбне ... «‘н »ќ“н,0
 Џћ»,1
«яЋ— ‘нЅ «бгдн еж «д «гн ё«б  бн яд  «—нѕ «д «џн—я Ён «бг” ‘Ём жё«б  я–бя «де« б« Ќ»дн ж«д  ж«»н ё«б бн «д н жћѕ я Ён «б‘«—Џ жб”  «»д н «бЌёнён… же–« «бяб«г ”гЏ е бг« я«д Џг—н   ж«б«д Џг—н ,0
«‘«—… «бћгЏ,1
«бн  »н  ё—«Ѕ я «» ’Ќ жн—нЌ жнЁ Ќ «б”Џ«ѕе »жће«  ё—«Ѕ я «» «ббе «бё—«д «бя—нг ,1
н« бЎнЁ,0
«д« жЏн‘н гн н бж »нжёЁ «б»н »— «Ќ я ннннннн— б∆д бн яд  Џ«н‘н я—г«бж —«Ќ,0
гдн г’ѕёе «дн «д« ««н я »  «б Џбнё е«ѕ гд «б«нгнб «б «дн ,1
«Ќб« ёд«е »б нж нж» жббе » ћддн н« «Ќбм —еЁ,1
’ж  «бгж”нём г“Џћ ћѕ«,0
«д« ж ѕ«дн д÷Ё   Џўнге ,1
ж√д я«д Џ“н“«р  жб” х »Џ“н“ ех,0
гЏ«гб… ”н∆… гд гжўЁ… «б≈” ё»«б. . д”н  «д «ѕЁЏ »ё‘н‘ бЏ«гб… дў«Ё… «бџ—Ё Ё«ѕЏ  «д «бгд«‘Ё  бжЋ  »’»џ… б«нгяд  дўнЁе« Ёёг  »ѕЁЏ ёнг… «бгд«‘Ё «бге —∆…,0
еб «бё«’— ≈–« жёЏ  »«б“д«  Џ »— гћ—г… Ён дў— гд нЏ«—÷ “ж«ћ «б’џн—«  еб «бЏЁ… «жбм «г «бѕЏ«—…,0
н»жжжжн Ёжѕже  —жЌбћ «бЏг«г «б”«—ёе,0
»н ,1
«”ж«Ѕ «» Ён «бЏ«бг «» г«н«,0
гќн» бб√гб. б«‘н. «бЌг«г џн— дўнЁ ж—«∆Ќ е я—нее.. —нЌ… «бџ—Ёе ... «б«д«—е Ён «бџ—Ёе ÷ЏнЁе ћѕ«р ж ”»» «я ∆«»,0
яб Џ«г ж«д н »ќн—— —ежЁ,1
«д« «”Ё дг« ‘ г я «д« «”Ё «”Ё «—ћжя «д« «Ќ»я «д « ж жёд«е »жг»” я «д« «”Ё «д« яд  »Ќ» «д” ж«’«бе ж«д « ж »жг»” я б —ће «д« «ябг «бће » Џ я «д« г’—н «д« «”Ё г—е «ќ—н «—ћжжжжжжжжжжжя,1
бж ггяд   ЌЎ «бЌбё… я«гб… гнд гЏн б«ня бн‘жЁе« г«бя г«бн ‘Ќ«ѕ  б«ня«  »” г‘«д н‘жЁе« г«бя,0
гд н ”гЏ Ён √ гдм бяг √” г«Џ«р гг Џ«р ж√гб √дяг √б ён г »гд  Ќ»жег,1
«бѕя ж—  гж я»н— »«бЏг—   бн‘ г«   гж Џбм «”«” «бя»«— Ён «б”д ег гд нгж жд  ж«б–нд гд«Џ ег ёбнб… жбѕнег «г—«÷ г“гд…  же«– ѕя ж— «янѕ не г »’Ќ ж  џ—н»  ,0
б«  жћѕ ’н«д… √бг« «бгжёЏ гг «“. «бгжёЏ ж«б ’гнг. «бдў«Ё… ж Џѕг жћжѕ ’н«д…,0
«Ќ»я яЋн— н« «Ќбм —еЁ г «»Џ я гд «бЏ—«ё «Ќ»я ,1
«е н« Ёб”Ўнд ж«ббе « √–н н «д н ж«бЏ—«ё ж»Џѕ ѕжб ег ќЎне,0
  гбџжг еееееееееееее,0
«” б«г «б«г Џ…,1
»дў—н «»‘Џ ’Ёе » «б—ћб «б»ќб ж«бўд,0
г»ѕЏ,1
ѕЏ«Ѕ »’ж  «б“н“н,0
Ё’нб… «бѕг «не »н,1
√—нѕ «б джне ≈бм √д «бг д»н еж я« » «бё’нѕ… ,0
«яЋ— ’ж  √Ќ» «”гЏе нЏЎндн еѕжЅ ж«” —ќ«Ѕ гж Ў»нЏн жќ«’… е–е «б√џдн…  жѕндн ббЏ«бг Ћ«дн ’ж  д«ѕ— г« гжћжѕ »е–« «бжё  е–« гЏдн «бџд«Ѕ «бЌёнён Ён ÷б «б÷—жЁ дЌ «ћ ≈бм ея–« √’ж«   ’б ≈бм √Џг«ё √—ж«Ќд«       ,1
»«—я «ббе «Ќ” «де г‘Џж– ,0
ж«ббе гЏбг  Ќн… «бя гд ”ж—н«    я«д «—нѕ «”«бя ггяд «‘џб г«ж” ж ян»ж—ѕ Џб »б«н” н‘д жб« б« ггяд  ‘—Ќбд« «яЋ— Џд «жё«  Ё—«џя ж  дўнге ,1
»Ўб,1
ж«ббе н«ЁнЁж ѕ«∆г«  ÷Ќяде ж Ёнѕде »«б«гЋ«б,0
—Ќ «дћбЎ где « гдм «Ёж  ж«ќбЏе яЁ,0
«жжЁ «ббе н—Ќге,1
«д« бЌ»я я нн— ж»Ќ» яд“н жяд“н ’ѕнё н »«б«д” џ—«г,1
—еЁ «д н «Ќ”д нж нж»— «д« дЁ”н «г‘н Ён «б‘«—Џ ж‘жЁя,1
ќ«—жЁ,1
